epoch,DiceCoef,categorical_accuracy,loss,val_DiceCoef,val_categorical_accuracy,val_loss
41,0.8607876300811768,0.8872812390327454,0.20497795939445496,0.7912908792495728,0.8111403584480286,0.3437446355819702
42,0.86380934715271,0.8893765211105347,0.2003808468580246,0.7861082553863525,0.8105136156082153,0.343025803565979
43,0.8666163682937622,0.8915505409240723,0.19644847512245178,0.7847042679786682,0.8097003102302551,0.3507401645183563
44,0.8705191016197205,0.8952192664146423,0.1912277191877365,0.7870557904243469,0.8064108490943909,0.3590792417526245
45,0.8720657825469971,0.8960039019584656,0.18918068706989288,0.7754662036895752,0.7934085726737976,0.3867500424385071
46,0.876147449016571,0.8995067477226257,0.18322935700416565,0.7645996809005737,0.7832979559898376,0.40153563022613525
47,0.8797631859779358,0.9025456309318542,0.1783820241689682,0.7861271500587463,0.804277241230011,0.3735675513744354
48,0.8815737366676331,0.9037153124809265,0.175711527466774,0.7869817614555359,0.8031248450279236,0.3695273995399475
49,0.8839600682258606,0.9058635234832764,0.17186608910560608,0.7930843830108643,0.8136696815490723,0.3469519019126892
50,0.8870004415512085,0.9085005521774292,0.16802717745304108,0.7954240441322327,0.8127707242965698,0.34996604919433594
51,0.8893983960151672,0.9101719856262207,0.16446951031684875,0.7968042492866516,0.8126846551895142,0.34743502736091614
52,0.8922061920166016,0.912643313407898,0.16017307341098785,0.7766823172569275,0.7945852875709534,0.3884168267250061
53,0.8953244686126709,0.9151451587677002,0.1560932844877243,0.7896091341972351,0.8044053912162781,0.3658139705657959
54,0.8971828818321228,0.9165536165237427,0.1533464938402176,0.8018202185630798,0.8162010908126831,0.34883591532707214
55,0.899206817150116,0.9182353615760803,0.15035036206245422,0.804009735584259,0.8185301423072815,0.34552913904190063
56,0.9026221632957458,0.9212271571159363,0.1458304524421692,0.7867754101753235,0.8036556243896484,0.37619370222091675
57,0.9046902060508728,0.9230464100837708,0.14303594827651978,0.8076927065849304,0.8190938234329224,0.35387375950813293
58,0.9050201773643494,0.9230682849884033,0.14240418374538422,0.7841038107872009,0.7972935438156128,0.3922954201698303
59,0.907768964767456,0.9250364303588867,0.1381675899028778,0.7940540313720703,0.8084849119186401,0.3626803159713745
60,0.9106215238571167,0.9276406168937683,0.13443823158740997,0.7998526096343994,0.8144177794456482,0.35700884461402893
61,0.9123916029930115,0.9292535185813904,0.13154970109462738,0.7965222001075745,0.811569094657898,0.36491063237190247
62,0.9141585230827332,0.9306904673576355,0.12928694486618042,0.7991014719009399,0.8127811551094055,0.36327359080314636
63,0.9169949293136597,0.9326906800270081,0.12536613643169403,0.8074554204940796,0.8184384107589722,0.3541927635669708
64,0.9159730076789856,0.9318589568138123,0.1263800859451294,0.8049388527870178,0.8180509209632874,0.35457366704940796
65,0.9198048114776611,0.935005247592926,0.1210019513964653,0.8028425574302673,0.8141664266586304,0.36629244685173035
66,0.9214040637016296,0.9361163973808289,0.11857439577579498,0.7961307168006897,0.8087747097015381,0.37398841977119446
67,0.9226909875869751,0.9376016855239868,0.11695785075426102,0.8096163868904114,0.820209801197052,0.3611249327659607
68,0.9246312379837036,0.9388843774795532,0.11413642019033432,0.8002211451530457,0.811287522315979,0.37690111994743347
69,0.9257709383964539,0.9398717284202576,0.11270923912525177,0.8034610748291016,0.8144549131393433,0.3642984926700592
